0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0.85,0.5222222,-0.7888889,-0.50555557,0.70555556,-0.2888889,-0.5277778,1.2319843,-2.0688798,-7.0358315,-5.2584147,-1.0657737,-4.1621704,-2.125432,194,23,-91,-32,-104,1,43,0.9379643,0.5010903,-0.96474934,-0.6714684,0.051312223,-0.54169106,0.4722222,8.796434,-2.113195,-17.586042,-16.59128,-65.42433,-25.28022,100
0.22222222,-0.1388889,0.32777777,0.93333334,0.6888889,0.53333336,-0.22777778,-4.595085,1.7058873,0.049676053,5.2990575,2.1306882,7.2250714,-7.2174025,3,200,-192,-61,-7,-160,-116,0.571876,-0.092611246,-0.24580635,0.9351891,0.94676363,-0.08184371,-1.2277777,34.965378,4.6277647,-57.358414,0.18558109,25.787474,-61.517704,-100
-0.6166667,0.6888889,-0.62222224,0.9722222,-0.4888889,-0.56666666,-0.76666665,8.646484,-7.1771784,1.0200993,4.3190346,-7.5838885,-4.13387,8.456669,-132,-88,113,-105,5,47,73,-0.5198584,0.6046946,-0.6243749,0.9951467,-0.7403778,-0.50956976,0.23333333,9.680821,-8.41943,-0.21527176,2.2924447,-25.148888,5.709687,100
0.14444445,0.4722222,0.4722222,0.40555555,0.93333334,0.6111111,0.3611111,-1.2954663,9.0359955,0.82543015,4.905054,-8.413806,9.923217,3.040945,72,175,-71,-134,-70,50,149,0.1794977,0.5650506,0.37150106,0.47993773,0.26196063,0.6657266,1.3611112,3.5053253,9.282837,-10.072117,7.4382167,-67.13727,5.461549,100
0.31111112,0.62222224,-0.62222224,-0.03888889,0.33333334,0.15555556,0.74444443,-5.9323497,3.5837944,4.3057575,3.9925327,9.735127,-5.8867874,8.878879,-164,29,196,-89,17,95,-87,0.18574211,0.66437155,-0.08452327,0.14635651,0.6183716,0.6926631,-0.25555557,-12.5369005,4.214932,53.769894,18.52454,28.503826,53.71075,-100
-0.13333334,0.05,-0.43888888,-0.32777777,-0.17777778,0.33888888,0.06666667,9.796161,-0.4126788,5.469278,8.893342,7.475167,-8.20912,-1.3868768,124,-91,-13,-90,-106,137,75,0.23525354,0.031978026,-0.5064727,-0.29914817,-0.9141296,0.49803394,1.0666667,36.85869,-1.8021975,-6.7583833,2.8629606,-73.635185,15.914504,100
-0.31666666,-0.21111111,-0.8666667,0.5777778,-0.1388889,0.32777777,-0.9222222,-0.032700162,-6.469078,-1.239634,-4.331367,0.8119517,3.1512191,-4.9171615,114,39,106,-68,-74,-138,-72,-0.41137803,-0.25593728,-0.6625506,0.4342071,-0.47419623,-0.29768896,-1.8774537,-9.471136,-4.482618,20.411602,-14.357066,-33.53073,-62.546673,-95.52314
0.5555556,0.32222223,-0.27222222,-0.64444447,0.033333335,0.7888889,0.6666667,-6.223257,3.7929838,1.8216063,-5.735114,7.5153394,6.665431,-0.27463287,-63,181,26,138,150,-165,-20,0.5192639,0.3815255,-0.37646323,-0.6755346,0.6374951,0.48604274,-0.007883744,-3.6291628,5.9303255,-10.424101,-3.1090143,60.41618,-30.284615,-67.45504
0.044444446,-0.48333332,0.67777777,-0.5555556,-0.9111111,0.033333335,-0.48333332,3.4905589,-9.645209,1.1807665,2.381048,9.750335,5.6798267,-6.041797,-139,177,-104,-2,-143,113,-37,0.057520136,-0.54381996,0.80608714,-0.4542074,-1.2915878,0.4465311,-0.70008177,1.307569,-6.048662,12.830937,10.134815,-38.04767,41.319775,-21.67484
-0.73888886,0.41666666,0.27222222,-0.17777778,-0.8111111,0.9111111,0.7,1.2625132,-5.8404913,2.451814,-2.7928329,-9.960478,-3.8883252,1.0564975,163,-138,-87,-188,45,51,69,-0.6614978,0.31616828,-0.11257744,-0.29495782,-0.60535884,0.8957448,1.7,7.739111,-10.049839,-38.479965,-11.718004,20.57523,-1.5366329,100
0.7,0.5833333,0.12777779,-0.39444444,-0.12222222,0.33333334,-0.41666666,6.2849035,1.350347,4.600985,-4.689616,-2.493185,8.808121,-9.582297,-178,-64,-78,133,-24,-143,105,0.760432,0.58995956,0.15841433,-0.57864213,-0.8436928,-0.34472388,0.5833333,6.043198,0.6626226,3.0636559,-18.419767,-72.14706,-67.80572,100
-0.2611111,-0.2,0.28333333,-0.50555557,-0.78333336,0.044444446,0.005555556,2.937873,3.521044,1.5783625,-3.0733953,-4.22255,6.7667327,-6.259318,114,-47,161,-41,-192,-199,171,0.011405737,-0.16033645,-0.012078342,-0.73592776,-1.7833333,-0.95555556,1.0055555,27.251684,3.9663556,-29.541168,-23.037218,-100,-100,100
0.6666667,0.95,0.22777778,0.6666667,0.23333333,0.9388889,0.18888889,0.7075441,1.9017619,5.2746406,6.3457637,-7.010971,6.9388413,2.25577,98,-18,-69,81,-77,-166,-124,0.69717866,0.9814532,0.28285173,0.71962523,0.082507014,0.51239336,-0.8111111,3.0511975,3.145317,5.5073943,5.295857,-15.082632,-42.649555,-100
-0.9722222,-0.8388889,-0.75,0.33333334,0.42777777,0.6111111,0.8,2.9126008,-6.4846478,5.860038,9.864043,9.506579,-6.769828,-8.598217,19,-143,34,58,-17,39,57,-0.9619283,-0.89930344,-0.662169,0.42868865,0.32603726,0.61641127,1.8,1.0293885,-6.041456,8.783103,9.535533,-10.174052,0.5300158,100
-0.06666667,-0.76666665,0.31666666,0.2777778,-0.5833333,0.18333334,-0.8277778,7.3293185,-3.7984953,2.863304,8.746401,-1.1992601,-8.885459,0.31724593,117,17,153,-91,-195,199,116,-0.07513327,-0.8455828,0.906894,0.26894245,-1.5833334,0.247983,0.17222223,-0.8466602,-7.891612,59.022736,-0.8835322,-100,6.4649663,100
-0.5611111,0.98333335,-0.7777778,0.26666668,0.42222223,0.03888889,-0.75,-8.587579,2.0222445,-9.991782,-9.647168,8.137296,-6.495891,-3.1187553,150,117,93,125,-76,-63,-83,-0.6115381,1.0501455,-0.61022997,0.19879855,0.22928049,-0.11680391,-1.75,-5.042698,6.681219,16.754784,-6.786812,-19.294172,-15.56928,-100
0.12777779,-0.62777776,-0.41666666,0.46666667,-0.9611111,-0.55,-0.094444446,4.1220217,6.723922,2.8294778,-7.825096,-0.22024897,9.765521,-7.0960903,-41,22,-64,19,-61,-70,142,0.18378663,-0.57490754,-0.25239423,0.37212077,-1.7945724,-0.7829033,0.90555555,5.600885,5.2870235,16.427244,-9.45459,-83.34613,-23.29033,100
0.87777776,-0.49444443,0.6333333,-0.9111111,0.29444444,0.8111111,0.41666666,5.5995193,-5.5307245,-2.2759037,-5.974725,-1.3212168,4.0669665,5.3478885,-140,-160,128,-65,7,74,167,0.8834261,-0.54680324,0.69132155,-0.94204324,-0.08235344,1.0055931,1.4166666,0.5648286,-5.235882,5.7988205,-3.0932155,-37.67979,19.448198,100
0.46666667,-0.3611111,0.5777778,-0.21111111,0.74444443,-0.87222224,0.8277778,-5.583889,7.591211,-3.0677555,-2.6431344,7.277327,8.105105,-2.6324055,77,-89,-40,44,-152,-113,-21,0.46034923,-0.28719124,0.7749645,-0.3317286,0.085091785,-1.1791775,0.80286723,-0.6317435,7.391988,19.718674,-12.061749,-65.935265,-30.695534,-2.4910553
0.75,-0.8611111,-0.27222222,0.28333333,0.055555556,-0.5888889,-0.40555555,3.6686988,5.5471425,-0.9130436,2.318111,8.489962,6.4480467,-6.31745,160,-91,-125,115,19,-145,115,0.8420045,-0.8283297,-0.5674972,0.20713708,0.011379764,-1.110242,0.59444445,9.200447,3.2781436,-29.527498,-7.619625,-4.417579,-52.13531,100
0.6333333,-0.85,0.6388889,-0.74444443,-0.23333333,-0.41111112,0.6388889,7.9371767,2.714279,-9.224969,1.1255798,-0.17416798,-7.936869,7.5859947,-42,-104,-172,89,-85,123,180,0.68798816,-0.8268238,0.4360834,-0.70554376,-1.0325754,-0.2458201,1.6388888,5.4654813,2.3176231,-20.280548,3.8900683,-79.9242,16.5291,100
0.45,-0.39444444,-0.8888889,0.32777777,0.8111111,0.10555556,-0.7277778,-1.6410519,3.0567858,-5.8148985,3.585709,-5.877361,-5.449203,1.0869614,138,-122,36,-93,108,86,-103,0.49270347,-0.40544546,-0.99447495,0.41538742,1.8111111,0.61784166,-1.7277777,4.270348,-1.1001006,-10.558607,8.760964,100,51.22861,-100
